<0,stu2-8,stu2-8application2-8,checkStatus> 0.0023680892344342683
<1273,admissions2-1,application4-3,setStatus> 1.5457409203619544E-4
<1274,stu0-19,stu0-19application0-19,checkStatus> 0.0011891822856800298
<1275,chair2,transcript2-3,read> 0.0011226739769322812
<1276,registrar0-0,transcript1-7,read> 3.1020341366137354E-4
<1277,admissions0-1,stu0-8application0-8,setStatus> 1.904695429745471E-4
<1278,admissions2-1,application0-3,setStatus> 6.669531743285341E-5
<1279,admissions4-1,stu4-0application4-0,read> 5.911818555077657E-5
<1280,registrar4-1,roster2-8,read> 1.7164506839906552E-4
<1281,admissions4-1,stu3-7application3-7,setStatus> 1.6282071509465535E-4
<1282,admissions4-1,stu3-12application3-12,setStatus> 7.963005863499655E-5
<1283,admissions2-1,stu2-11application2-11,read> 6.485956757074063E-5
<1284,admissions0-1,stu5-3application5-3,setStatus> 1.911269957332684E-4
<1285,admissions2-0,stu1-15application1-15,read> 1.3660998047788879E-4
<1286,stu0-14,gradebook0-1,readMyScores> 2.531417468434037E-5
<1287,admissions0-0,stu5-3application5-3,setStatus> 1.9177598383423027E-4
<1288,registrar2-1,transcript2-15,read> 3.545991888382981E-4
<1289,admissions2-0,stu2-13application2-13,read> 9.935828300567035E-5
<1290,registrar0-1,roster4-2,read> 1.3817124313486823E-4
<1291,admissions0-0,stu2-16application2-16,setStatus> 1.3504305698402942E-4
<1292,stu3-9,gradebook3-6,addScore> 2.1739724816033406E-4
<1293,admissions0-1,stu5-0application5-0,setStatus> 1.6022671607336778E-4
<1294,admissions0-0,stu1-2application1-2,setStatus> 2.0628905814474677E-4
<1295,stu4-19,gradebook4-3,readMyScores> 1.86247015659788E-4
<1296,stu4-19,gradebook4-6,readMyScores> 5.3309184395565956E-5
<1297,registrar2-1,roster3-7,read> 1.3498182365270065E-4
<1298,stu4-19,gradebook4-8,readMyScores> 6.319412428809508E-5
<1299,admissions4-0,stu1-7application1-7,read> 3.0489038680482475E-5
<1300,registrar2-1,transcript4-19,read> 3.85049655887213E-4
<1301,admissions0-0,stu0-2application0-2,setStatus> 1.1022240148706655E-5
<1302,registrar0-0,transcript4-16,read> 3.6867371180851396E-4
<1303,admissions2-1,stu0-12application0-12,read> 4.7779815549673914E-5
<1304,admissions4-0,stu3-3application3-3,setStatus> 2.0869860204145247E-4
<1305,stu4-18,gradebook4-5,readMyScores> 6.161729102354534E-5
<1306,stu4-18,gradebook4-4,readMyScores> 7.928805636650232E-5
<1307,stu4-18,gradebook4-2,readMyScores> 9.020790300318392E-5
<1308,admissions2-1,stu4-13application4-13,read> 1.697102674778447E-4
<1309,registrar0-0,roster3-2,write> 8.86639639242613E-5
<1310,admissions2-1,stu2-12application2-12,read> 5.0152003330377624E-5
<1311,admissions2-1,stu3-7application3-7,read> 1.3649963854799272E-4
<1312,admissions0-1,stu5-18application5-18,read> 1.3174257530176785E-4
<1313,stu4-18,gradebook4-9,readMyScores> 7.95666530571519E-5
<1314,admissions0-0,stu3-10application3-10,setStatus> 6.709548180297492E-5
<1315,admissions0-1,stu0-9application0-9,read> 1.2653554945269525E-4
<1316,registrar2-1,roster4-4,read> 1.1177921825327376E-4
<1317,registrar2-1,roster4-5,read> 1.1017903857055466E-4
<1318,registrar2-1,roster4-6,read> 1.1657975730143103E-4
<1319,admissions0-0,stu4-1application4-1,read> 2.1056051978841014E-4
<1320,registrar2-1,roster4-1,read> 1.437828119076557E-4
<1321,admissions2-0,stu2-6application2-6,setStatus> 1.557956072636329E-4
<1322,admissions0-1,stu2-6application2-6,setStatus> 1.8389501538733423E-4
<1323,admissions0-1,stu0-0application0-0,setStatus> 1.589118105559252E-4
<1324,registrar0-1,roster0-8,write> 1.5331571732842946E-4
<1325,admissions0-0,stu1-18application1-18,read> 1.298678266219384E-4
<1326,stu5-8,transcript5-8,read> 0.001486145465081458
<1327,registrar0-1,transcript1-6,read> 3.07767151238576E-4
<1328,registrar2-1,roster4-2,read> 1.4458290174901528E-4
<1329,registrar0-1,roster0-9,write> 1.5442787607586255E-4
<1330,registrar0-1,roster0-6,write> 1.4441844734896492E-4
<1331,registrar0-1,roster0-7,write> 1.438623679752484E-4
<1332,registrar0-1,roster0-4,write> 1.4330628860153186E-4
<1333,registrar0-1,roster0-5,write> 1.4275020922781533E-4
<1334,registrar0-1,roster0-2,write> 1.4163805048038225E-4
<1335,admissions0-0,stu5-3application5-3,read> 1.6876286577412262E-4
<1336,registrar4-0,roster1-6,read> 2.409057650578947E-4
<1337,stu2-17,gradebook2-9,readMyScores> 1.0214762434308465E-4
<1338,admissions4-1,stu1-7application1-7,read> 3.073149624454198E-5
<1339,stu5-11,stu5-11application5-11,checkStatus> 0.0012794047562479562
<1340,registrar4-1,transcript0-5,read> 1.3550106667301086E-4
<1341,registrar4-0,transcript1-3,read> 3.7229327952052407E-4
<1342,registrar0-1,roster0-1,write> 1.3941373298551613E-4
<1343,admissions0-1,stu3-8application3-8,read> 1.8323427536481933E-4
<1344,admissions2-0,stu0-0application0-0,read> 1.1847428565588772E-4
<1345,admissions0-0,stu3-7application3-7,setStatus> 1.8979692824643257E-4
<1346,registrar2-0,roster4-7,read> 1.1367314858543506E-4
<1347,registrar4-0,transcript3-12,read> 4.212622124236379E-4
<1348,registrar2-1,roster4-9,write> 7.489325818059541E-5
<1349,admissions0-0,stu0-4application0-4,setStatus> 1.6736763158472525E-4
<1350,admissions0-1,stu3-1application3-1,read> 1.8612706750319297E-4
<1351,registrar2-0,roster4-9,read> 1.0252156378990042E-4
<1352,admissions0-1,stu2-14application2-14,setStatus> 7.14705936459936E-5
<1353,registrar2-0,roster4-8,read> 1.0491118910322926E-4
<1354,registrar2-0,roster4-5,read> 1.09690439729887E-4
<1355,stu5-13,gradebook5-9,readMyScores> 2.1430065719811754E-5
<1356,registrar2-0,roster4-2,read> 1.4394173588760055E-4
<1357,registrar2-0,roster4-3,read> 1.4473827765871015E-4
<1358,admissions0-1,stu3-10application3-10,setStatus> 6.686842433494455E-5
<1359,admissions0-1,stu4-10application4-10,setStatus> 3.859795570992908E-5
<1360,registrar2-0,roster4-1,read> 1.431451941164909E-4
<1361,admissions2-0,stu0-18application0-18,read> 1.919973727721083E-4
<1362,admissions2-1,stu0-15application0-15,setStatus> 1.270782791234933E-4
<1363,admissions0-0,stu3-1application3-1,setStatus> 2.1222622490813984E-4
<1364,admissions4-1,stu1-17application1-17,read> 5.9616197643868414E-5
<1365,admissions0-1,stu3-7application3-7,setStatus> 1.8915463745710452E-4
<1366,admissions2-1,stu1-15application1-15,read> 1.3222970054272603E-4
<1367,admissions0-1,stu1-3application1-3,setStatus> 1.8192265711117035E-4
<1368,admissions4-1,stu4-13application4-13,read> 1.7814307579972519E-4
<1369,registrar4-0,transcript4-1,read> 2.5166249358846274E-4
<1370,registrar4-0,transcript4-2,read> 2.5285685780561184E-4
<1371,admissions0-0,stu5-18application5-18,read> 1.3218991851162104E-4
<1372,registrar4-0,transcript4-9,read> 2.4330194406841887E-4
<1373,registrar4-0,transcript4-8,read> 2.409132156341206E-4
<1374,admissions0-0,stu4-15application4-15,setStatus> 1.564003652023463E-5
<1375,registrar4-0,transcript4-6,read> 2.4927376515416447E-4
<1376,admissions4-1,stu4-14application4-14,read> 1.5623054370368438E-4
<1377,registrar4-0,transcript4-4,read> 2.468850367198662E-4
<1378,fac3-4,gradebook3-8,addScore> 1.5747383361621307E-4
<1379,registrar4-0,transcript4-3,read> 2.456906725027171E-4
<1380,fac2-3,gradebook2-7,assignGrade> 7.941077855329361E-4
<1381,stu1-7,gradebook1-2,addScore> 1.7332853275694388E-4
<1382,admissions4-0,stu3-1application3-1,setStatus> 1.8062570410963508E-4
<1383,admissions0-0,stu1-3application1-3,setStatus> 1.825403910911743E-4
<1384,admissions2-1,stu3-4application3-4,setStatus> 5.321697776976413E-5
<1385,admissions2-1,stu2-6application2-6,read> 1.327041380988668E-4
<1386,registrar0-0,roster0-7,write> 1.4452994276863704E-4
<1387,admissions4-1,stu2-18application2-18,read> 1.5025439858658236E-4
<1388,registrar2-1,transcript4-13,read> 3.77699543151268E-4
<1389,registrar2-0,roster0-5,write> 1.4871193490322292E-4
<1390,registrar0-0,roster0-8,write> 1.540271591721809E-4
<1391,stu0-8,gradebook0-8,readMyScores> 3.061172739156698E-5
<1392,registrar2-0,transcript2-16,read> 3.561627660355048E-4
<1393,admissions4-0,application5-4,read> 1.89583765839678E-4
<1394,registrar0-0,roster0-9,write> 1.5514447874906843E-4
<1395,admissions0-1,stu4-1application4-1,read> 2.0984796303785715E-4
<1396,stu1-8,gradebook1-2,addScore> 1.8068855537931944E-4
<1397,admissions2-1,stu3-5application3-5,read> 1.0328900961814074E-4
<1398,admissions0-1,stu3-9application3-9,read> 9.471483593058479E-5
<1399,admissions0-0,stu4-4application4-4,read> 1.5947449821539204E-4
<1400,admissions2-1,stu0-17application0-17,setStatus> 2.009395804772225E-4
<1401,stu5-2,gradebook5-7,readScore> 7.505627135733795E-5
<1402,app0-3,application0-3,checkStatus> 7.440847642115931E-4
<1403,registrar0-1,transcript4-16,read> 3.6697083092256236E-4
<1404,registrar4-1,transcript4-0,read> 2.543740651119969E-4
<1405,registrar4-1,transcript4-1,read> 2.555870548919865E-4
<1406,fac3-1,gradebook3-2,changeScore> 5.050875717436209E-4
<1407,registrar4-1,transcript4-2,read> 2.5680004467197614E-4
<1408,registrar4-1,transcript3-9,read> 8.21295163534661E-5
<1409,registrar0-0,roster0-1,write> 1.4006066446108697E-4
<1410,registrar4-1,transcript4-3,read> 2.4952210599203824E-4
<1411,registrar0-0,roster0-2,write> 1.42295303614862E-4
<1412,registrar0-0,roster0-3,write> 1.4117798403797448E-4
<1413,admissions0-1,stu1-1application1-1,setStatus> 2.5818717712284E-4
<1414,registrar0-0,roster0-5,write> 1.4341262319174952E-4
<1415,stu3-15,gradebook3-8,addScore> 1.8689801013965776E-4
<1416,registrar0-0,roster0-6,write> 1.450886025570808E-4
<1417,registrar4-1,transcript4-9,read> 2.470961264320589E-4
<1418,registrar4-1,transcript4-8,read> 2.446701468720796E-4
<1419,admissions2-1,stu0-0application0-0,read> 1.1467551096551856E-4
<1420,stu4-0,gradebook4-3,addScore> 4.8434782130958896E-4
<1421,registrar4-1,transcript4-5,read> 2.519480855520175E-4
<1422,registrar4-1,transcript4-4,read> 2.5073509577202787E-4
<1423,stu5-19,transcript5-19,read> 9.276787346330803E-5
<1424,admissions0-1,stu4-15application4-15,setStatus> 1.5587109154683923E-5
<1425,registrar4-1,transcript4-6,read> 2.5316107533200724E-4
<1426,admissions0-1,stu1-18application1-18,read> 1.2942834159106892E-4
<1427,admissions0-1,stu2-7application2-7,setStatus> 1.2143700330881164E-4
<1428,fac0-1,roster0-3,read> 0.0026618943538382744
<1429,admissions2-1,stu0-0application0-0,setStatus> 1.3031308064263475E-4
<1430,registrar2-1,roster4-9,read> 1.0297822999831869E-4
<1431,registrar2-1,roster4-8,read> 1.0537849952239734E-4
<1432,registrar4-0,transcript3-13,read> 4.200678482064888E-4
<1433,admissions4-1,stu2-4application2-4,read> 3.172752043072565E-5
<1434,registrar2-1,roster4-7,read> 1.1417948777735238E-4
<1435,admissions4-0,application3-2,setStatus> 1.4020073108781804E-4
<1436,admissions0-0,stu0-15application0-15,setStatus> 1.5549329805793902E-4
<1437,admissions0-0,stu4-0application4-0,read> 6.891291451776915E-5
<1438,registrar0-1,transcript5-6,read> 2.9873608145627295E-4
<1439,fac4-4,roster4-9,read> 0.0013557447088221647
<1440,admissions2-1,stu1-18application1-18,setStatus> 1.2060867608521047E-4
<1441,registrar2-1,transcript3-7,read> 8.264501760833376E-5
<1442,registrar4-0,transcript2-7,read> 2.2896957346262942E-4
<1443,registrar2-1,transcript3-8,read> 7.214485655698377E-5
<1444,stu1-14,gradebook1-2,addScore> 7.985624545277458E-5
<1445,admissions4-0,stu1-2application1-2,read> 1.54503872584079E-4
<1446,registrar2-1,transcript3-9,read> 7.109484045184878E-5
<1447,admissions0-0,stu0-1application0-1,setStatus> 2.0257832891762604E-5
<1448,registrar2-1,transcript3-3,read> 7.739493708265877E-5
<1449,admissions2-0,stu1-1application1-1,read> 1.9248752668621645E-4
<1450,fac3-3,gradebook3-7,readScore> 3.1591686107602146E-5
<1451,fac3-3,gradebook3-6,readScore> 4.378456857685324E-5
<1452,fac2-0,gradebook2-1,readScore> 1.33030040253214E-4
<1453,registrar4-1,roster5-8,read> 1.4576544399606532E-4
<1454,admissions4-1,stu3-14application3-14,setStatus> 1.3169495927641567E-4
<1455,admissions0-1,stu0-10application0-10,setStatus> 2.5621481884667617E-4
<1456,fac4-2,gradebook4-4,addScore> 4.225365843572446E-4
<1457,fac5-1,gradebook5-3,changeScore> 5.633389014978107E-4
<1458,registrar4-1,roster5-9,read> 1.503868054966011E-4
<1459,stu5-10,gradebook5-5,addScore> 1.2517968125682138E-4
<1460,registrar4-0,roster3-8,read> 1.5444816324268931E-4
<1461,admissions4-0,stu0-12application0-12,read> 4.975827582088194E-5
<1462,admissions4-1,stu3-9application3-9,setStatus> 9.264628379535131E-5
<1463,registrar0-0,roster2-9,write> 1.0430643800068649E-4
<1464,registrar0-0,roster2-7,write> 1.0263045863535522E-4
<1465,registrar0-0,roster2-6,write> 1.0207179884691148E-4
<1466,admissions0-1,stu3-14application3-14,read> 1.3463536744014155E-4
<1467,registrar0-0,roster2-5,write> 7.525612900161112E-5
<1468,admissions0-1,stu0-7application0-7,read> 1.2479987416967104E-4
<1469,registrar2-1,transcript3-0,read> 7.634492097752378E-5
<1470,registrar0-0,roster2-4,write> 7.581478879005491E-5
<1471,registrar0-0,roster2-3,write> 7.302148984783611E-5
<1472,admissions2-0,stu5-19application5-19,read> 3.0736735030531115E-5
<1473,registrar2-1,transcript5-0,read> 3.062984480020882E-4
<1474,registrar2-1,transcript3-2,read> 7.949496929292877E-5
<1475,admissions4-1,stu5-19application5-19,read> 3.122950833763382E-5
<1476,registrar4-1,transcript3-19,read> 4.157017058506208E-4
<1477,registrar2-1,transcript3-1,read> 7.529490487238877E-5
<1478,registrar2-0,transcript3-8,read> 7.18249237119417E-5
<1479,registrar2-0,transcript3-9,read> 7.077956399751684E-5
<1480,registrar2-0,transcript3-6,read> 8.332388057061522E-5
<1481,admissions4-1,stu2-1application2-1,read> 1.1190746741851107E-4
<1482,registrar2-0,transcript3-7,read> 8.227852085619036E-5
<1483,stu2-16,transcript2-16,read> 0.0016894496688406898
<1484,registrar2-0,transcript3-4,read> 8.123316114176549E-5
<1485,registrar2-1,transcript3-10,read> 3.7349947873072803E-4
<1486,registrar2-0,transcript3-5,read> 8.018780142734063E-5
<1487,stu4-8,stu4-8application4-8,checkStatus> 9.96707681801787E-4
<1488,fac3-4,gradebook3-8,readScore> 5.801667554281533E-5
<1489,registrar0-0,roster3-4,read> 1.242174220231898E-4
<1490,registrar2-0,transcript3-2,read> 7.914244171291576E-5
<1491,registrar2-0,transcript3-3,read> 7.705172228406603E-5
<1492,fac2-0,gradebook2-1,assignGrade> 7.712233345580757E-4
<1493,admissions4-1,stu0-11application0-11,read> 1.6718680975170473E-4
<1494,stu5-11,gradebook5-4,addScore> 7.197751306051461E-5
<1495,admissions0-0,stu3-14application3-14,read> 1.3509253337372438E-4
<1496,registrar2-0,transcript3-1,read> 7.496100285521631E-5
<1497,stu4-10,gradebook4-8,readMyScores> 6.0375055546618714E-5
<1498,stu0-0,stu0-0application0-0,checkStatus> 0.001453834866012614
<1499,registrar2-0,transcript3-0,read> 7.600636256964117E-5
<1500,stu4-10,gradebook4-9,readMyScores> 7.658662859808254E-5
<1501,admissions2-1,stu3-4application3-4,read> 4.683094043739243E-5
<1502,admissions4-0,stu0-19application0-19,read> 9.768432717008059E-5
<1503,fac3-1,gradebook3-3,readScore> 6.2764307655537E-5
<1504,registrar4-1,transcript5-4,read> 3.5869118619110703E-4
<1505,admissions2-0,stu3-5application3-5,read> 1.067105917172924E-4
<1506,fac3-1,gradebook3-2,readScore> 2.231203436741143E-5
<1507,registrar4-0,roster5-6,read> 1.3806672289875567E-4
<1508,registrar4-1,transcript2-18,read> 4.193406751905897E-4
<1509,registrar4-0,roster5-5,read> 1.398868829369705E-4
<1510,registrar4-0,roster5-4,read> 1.3442640282232597E-4
<1511,registrar4-0,roster5-3,read> 1.353364828414334E-4
<1512,registrar4-0,roster5-2,read> 1.617288033955487E-4
<1513,admissions4-0,stu0-13application0-13,read> 1.6290328364527878E-4
<1514,registrar0-1,roster4-6,read> 1.1140992327476003E-4
<1515,admissions2-1,stu2-3application2-3,read> 6.058962956547396E-5
<1516,admissions4-1,stu0-19application0-19,read> 9.846114090503153E-5
<1517,registrar0-1,roster2-2,write> 7.435244626068159E-5
<1518,registrar0-1,roster5-7,read> 1.221144512188033E-4
<1519,registrar2-0,roster3-1,write> 9.309883670211504E-5
<1520,admissions4-1,stu1-13application1-13,read> 1.1987566090798046E-4
<1521,registrar4-0,roster5-7,read> 1.4534736305161507E-4
<1522,registrar4-0,roster5-8,read> 1.4352720301340024E-4
<1523,stu4-13,gradebook4-2,readMyScores> 8.480218596928524E-5
<1524,stu2-9,transcript2-9,read> 9.853229143574967E-4
<1525,fac3-2,gradebook3-5,readScore> 6.0690023626568905E-5
<1526,stu1-6,transcript1-6,read> 0.00152085593889401
<1527,registrar4-0,roster5-9,read> 1.4807760310893732E-4
<1528,registrar4-1,transcript1-4,read> 3.744600533309725E-4
<1529,registrar4-0,transcript5-12,read> 3.54825702844718E-5
<1530,fac3-2,gradebook3-4,readScore> 5.946175439004172E-5
<1531,admissions0-0,stu3-11application3-11,setStatus> 1.6274983521319728E-4
<1532,stu3-0,stu3-0application3-0,checkStatus> 9.004703798626655E-4
<1533,registrar4-1,roster5-5,read> 1.4206835479563674E-4
<1534,registrar0-1,roster2-7,write> 1.021564149465083E-4
<1535,registrar2-0,transcript0-8,read> 1.1782075114663576E-4
<1536,registrar4-1,roster5-4,read> 1.3652272099499383E-4
<1537,registrar0-1,roster2-6,write> 1.0160033557279179E-4
<1538,registrar0-1,roster2-9,write> 1.0382465306765792E-4
<1539,registrar4-1,roster5-6,read> 1.4021981019542244E-4
<1540,registrar0-1,roster2-8,write> 1.0326857369394137E-4
<1541,registrar4-1,roster5-1,read> 1.633266176981012E-4
<1542,registrar4-1,roster5-3,read> 1.3744699329510098E-4
<1543,admissions0-1,application3-2,read> 1.4447086071061203E-4
<1544,chair3,transcript3-6,read> 4.572440531980954E-4
<1545,registrar4-1,roster5-2,read> 1.6425088999820833E-4
<1546,registrar0-1,roster2-1,write> 8.046931937156349E-5
<1547,admissions4-0,stu5-19application5-19,read> 3.0983121684082466E-5
<1548,registrar0-1,roster2-3,write> 7.268420813953201E-5
<1549,registrar0-1,roster2-5,write> 7.490852563439813E-5
<1550,registrar2-0,transcript3-17,read> 3.624349243220541E-4
<1551,registrar0-1,roster2-4,write> 7.546460500811469E-5
<1552,admissions0-0,stu3-19application3-19,setStatus> 1.9969220618542107E-4
<1553,stu1-11,transcript1-11,read> 2.018579340170422E-4
<1554,admissions4-0,application2-0,setStatus> 5.7666411168274903E-5
<1555,fac1-3,gradebook1-6,addScore> 2.2418107128176912E-4
<1556,registrar2-1,roster1-7,write> 1.5810260168198855E-4
<1557,admissions0-0,stu4-12application4-12,read> 1.890811698088457E-4
<1558,admissions4-0,stu1-13application1-13,read> 1.1892989632488E-4
<1559,stu1-18,transcript1-18,read> 1.7210609932056926E-4
<1560,registrar0-1,roster3-7,read> 1.289959334685454E-4
<1561,stu4-14,gradebook4-3,readMyScores> 1.8209280713206037E-4
<1562,registrar0-0,transcript5-7,read> 2.991142191851917E-4
<1563,admissions2-0,stu2-3application2-3,read> 6.259673944756005E-5
<1564,stu4-14,gradebook4-4,readMyScores> 7.810022031606784E-5
<1565,admissions0-0,stu1-9application1-9,read> 1.7630966441559118E-4
<1566,stu3-13,stu3-13application3-13,checkStatus> 0.0014297755405278335
<1567,stu4-13,gradebook4-5,readMyScores> 5.792486908955011E-5
<1568,stu4-13,gradebook4-8,readMyScores> 5.896552117588053E-5
<1569,admissions4-1,stu2-4application2-4,setStatus> 3.6054000489460974E-5
<1570,admissions0-0,stu2-14application2-14,setStatus> 7.17132781745029E-5
<1571,registrar2-0,transcript4-12,read> 3.770699603240021E-4
<1572,fac3-3,roster3-6,read> 0.0017665498391094892
<1573,chair0,transcript0-6,read> 6.293379989914194E-4
<1574,admissions2-0,stu2-10application2-10,read> 1.1896443956999586E-4
<1575,fac0-4,gradebook0-9,readScore> 7.894510773444056E-5
<1576,stu4-15,gradebook4-5,readMyScores> 6.115573828179593E-5
<1577,admissions4-1,stu1-14application1-14,setStatus> 1.922487024137183E-4
<1578,registrar4-0,transcript2-8,read> 2.277752092454803E-4
<1579,fac0-4,gradebook0-8,readScore> 2.3389192807433392E-5
<1580,stu0-12,gradebook0-5,readMyScores> 1.9553035495194868E-5
<1581,stu4-15,gradebook4-6,readMyScores> 5.251648276886609E-5
<1582,stu4-15,gradebook4-4,readMyScores> 7.869413834128507E-5
<1583,stu4-15,gradebook4-2,readMyScores> 8.953218837394658E-5
<1584,admissions2-0,stu3-4application3-4,read> 4.838227593842406E-5
<1585,stu4-14,gradebook4-9,readMyScores> 7.837464327352415E-5
<1586,admissions4-1,stu4-17application4-17,setStatus> 9.830551212594033E-5
<1587,admissions2-1,stu0-19application0-19,read> 9.38002584953259E-5
<1588,stu2-6,stu2-6application2-6,checkStatus> 0.0016823984581180278
<1589,admissions0-1,stu2-8application2-8,setStatus> 2.588446298815613E-4
<1590,admissions2-1,stu4-5application4-5,setStatus> 8.340845861508409E-5
<1591,admissions2-1,stu2-10application2-10,read> 1.151499485216593E-4
<1592,fac1-2,gradebook1-4,readScore> 2.0775356810114826E-4
<1593,fac1-2,gradebook1-5,readScore> 1.2674662249672039E-4
<1594,registrar0-1,transcript4-12,read> 3.6195356993239396E-4
<1595,admissions0-0,stu2-6application2-6,setStatus> 1.84519446678972E-4
<1596,stu2-11,gradebook2-8,readMyScores> 1.3829161949171424E-4
<1597,registrar0-0,transcript2-1,read> 1.9527903454458028E-4
<1598,registrar2-0,transcript0-9,read> 1.220021900043352E-4
<1599,admissions0-0,stu5-11application5-11,read> 1.2348207392531114E-4
<1600,registrar0-1,roster3-3,read> 1.2593749691310445E-4
<1601,registrar2-1,roster1-9,write> 1.5926636872396608E-4
<1602,registrar0-1,transcript2-10,read> 3.328534561894176E-4
<1603,stu5-8,stu5-8application5-8,checkStatus> 0.0023019260893511226
<1604,stu4-12,gradebook4-1,readMyScores> 6.715328090402653E-5
<1605,registrar2-1,roster0-8,write> 1.604301357659436E-4
<1606,stu4-11,gradebook4-6,readMyScores> 5.0534728702116424E-5
<1607,stu4-11,gradebook4-7,readMyScores> 4.743748657382114E-5
<1608,admissions4-1,application0-0,read> 6.260427020241943E-5
<1609,stu4-11,gradebook4-9,readMyScores> 7.599062370626866E-5
<1610,stu5-12,gradebook5-9,addScore> 3.633160969642784E-5
<1611,admissions2-0,stu4-5application4-5,setStatus> 8.617147173690883E-5
<1612,stu5-13,gradebook5-1,addScore> 1.321548352690704E-4
<1613,fac1-1,gradebook1-3,readScore> 1.3140808027950148E-4
<1614,fac1-1,gradebook1-2,readScore> 3.9724753680242694E-5
<1615,admissions0-1,stu3-19application3-19,setStatus> 1.990164288379239E-4
<1616,admissions2-0,stu3-13application3-13,read> 1.1651366999945517E-4
<1617,stu4-13,gradebook4-3,readMyScores> 1.7378439007660515E-4
<1618,admissions2-1,stu5-19application5-19,read> 2.9751188416325714E-5
<1619,registrar2-1,transcript4-10,read> 3.556492049434331E-4
<1620,stu4-12,gradebook4-8,readMyScores> 5.9435365966126594E-5
<1621,admissions4-0,stu2-4application2-4,setStatus> 3.576955078145733E-5
<1622,fac4-3,gradebook4-7,changeScore> 0.0013380815872285352
<1623,admissions4-1,stu5-0application5-0,setStatus> 1.3792011044006357E-4
<1624,fac2-4,gradebook2-8,assignGrade> 7.899469762647796E-4
<1625,admissions0-0,stu5-7application5-7,setStatus> 1.1681925344639223E-5
<1626,registrar4-0,roster4-2,write> 1.1960657705663347E-4
<1627,admissions4-0,stu5-0application5-0,setStatus> 1.3683198333599997E-4
<1628,registrar4-0,roster4-1,write> 1.1894470067910076E-4
<1629,registrar4-0,roster4-4,write> 9.246964557779389E-5
<1630,registrar4-0,roster0-5,read> 2.3362512490503534E-4
<1631,registrar4-0,roster4-3,write> 1.202684534341661E-4
<1632,admissions0-0,stu2-6application2-6,read> 1.6237711307749535E-4
<1633,admissions4-1,stu5-15application5-15,setStatus> 4.5674688651462336E-5
<1634,admissions0-0,stu5-19application5-19,setStatus> 4.136775916160478E-5
<1635,registrar4-0,roster4-6,write> 9.64409038429899E-5
<1636,registrar0-1,transcript4-5,read> 2.084253836332429E-4
<1637,registrar4-0,roster4-5,write> 9.114589282272853E-5
<1638,registrar4-0,roster4-8,write> 8.717463455753249E-5
<1639,registrar4-0,roster4-7,write> 9.445527471039189E-5
<1640,admissions0-1,stu1-2application1-2,read> 1.809200416541204E-4
<1641,fac3-3,gradebook3-6,addScore> 1.1884382899431596E-4
<1642,registrar4-0,roster4-9,write> 8.518900542493445E-5
<1643,fac3-3,gradebook3-7,addScore> 8.574886229206298E-5
<1644,registrar4-1,transcript0-18,read> 3.865899511308691E-4
<1645,admissions4-0,stu0-15application0-15,setStatus> 1.3234031966690918E-4
<1646,fac1-4,gradebook1-9,readScore> 5.9850264318310184E-5
<1647,fac0-0,gradebook0-1,changeScore> 3.2450844950563236E-4
<1648,fac1-4,gradebook1-8,readScore> 1.9427361294649284E-4
<1649,admissions0-1,stu3-17application3-17,setStatus> 1.8652482642221937E-4
<1650,stu2-0,gradebook2-7,readScore> 2.2052417309555963E-4
<1651,admissions2-1,stu0-18application0-18,setStatus> 2.1118311862117033E-4
<1652,chair0,transcript0-7,read> 6.580203232903067E-4
<1653,registrar4-0,transcript3-17,read> 4.140960271207433E-4
<1654,fac0-1,gradebook0-2,readScore> 3.190505323405552E-5
<1655,fac0-1,gradebook0-3,readScore> 1.2634091873358422E-5
<1656,registrar2-0,roster4-6,write> 8.440929010819194E-5
<1657,registrar0-0,transcript3-13,read> 3.5456019156610073E-4
<1658,registrar2-0,roster4-5,write> 7.977486525809964E-5
<1659,registrar2-0,roster4-8,write> 7.629904662053038E-5
<1660,registrar2-0,roster4-7,write> 8.267138078940733E-5
<1661,admissions2-0,stu3-7application3-7,setStatus> 1.6025155193734322E-4
<1662,registrar2-0,roster4-9,write> 7.456113730174576E-5
<1663,app0-4,application0-4,checkStatus> 7.38069932840398E-4
<1664,admissions0-0,stu0-18application0-18,setStatus> 2.5840418862341957E-4
<1665,admissions0-1,stu4-14application4-14,setStatus> 2.0624840918385807E-4
<1666,fac3-2,gradebook3-5,addScore> 1.6473006412925847E-4
<1667,admissions0-0,stu2-4application2-4,setStatus> 4.202744435753735E-5
<1668,admissions2-1,stu0-4application0-4,read> 1.2036876163920747E-4
<1669,registrar2-0,roster4-2,write> 1.0468489882734586E-4
<1670,registrar2-0,roster4-1,write> 1.041055957210843E-4
<1671,registrar4-1,roster2-9,write> 1.2550497505394378E-4
<1672,registrar2-0,roster4-4,write> 8.093347147062272E-5
<1673,stu2-3,gradebook2-8,readMyScores> 1.9266268356537967E-4
<1674,fac3-2,gradebook3-4,addScore> 1.613961904872561E-4
<1675,registrar2-0,transcript0-18,read> 3.3316485231815783E-4
<1676,admissions0-1,application5-0,read> 2.1736922259762867E-4
<1677,registrar2-0,roster4-3,write> 1.0526420193360738E-4
<1678,stu2-8,transcript2-8,read> 9.456538014288661E-4
<1679,fac1-3,gradebook1-6,readScore> 8.25930262617044E-5
<1680,admissions0-1,stu3-6application3-6,setStatus> 2.463530274658568E-4
